317,306,mustard oil 
385,308,curry leaf 
376,309,asafoetida 
317,309,mustard oil 
317,310,mustard oil 
376,312,asafoetida 
317,312,mustard oil 
376,314,asafoetida 
381,314,carom seed 
317,314,mustard oil 
317,315,mustard oil 
376,317,asafoetida 
385,317,curry leaf 
317,317,mustard oil 
376,323,asafoetida 
317,323,mustard oil 
385,324,curry leaf 
376,330,asafoetida 
317,330,mustard oil 
376,331,asafoetida 
317,331,mustard oil 
376,332,asafoetida 
376,333,asafoetida 
317,333,mustard oil 
376,336,asafoetida 
317,336,mustard oil 
376,337,asafoetida 
317,337,mustard oil 
376,341,asafoetida 
381,343,carom seed 
99,344,camphor 
376,345,asafoetida 
376,352,asafoetida 
376,353,asafoetida 
317,353,mustard oil 
385,359,curry leaf 
385,361,curry leaf 
381,367,carom seed 
376,369,asafoetida 
317,369,mustard oil 
376,370,asafoetida 
385,370,curry leaf 
317,370,mustard oil 
317,373,mustard oil 
376,377,asafoetida 
317,377,mustard oil 
376,384,asafoetida 
385,389,curry leaf 
376,400,asafoetida 
317,400,mustard oil 
376,402,asafoetida 
317,402,mustard oil 
381,412,carom seed 
376,415,asafoetida 
385,415,curry leaf 
317,415,mustard oil 
376,424,asafoetida 
376,425,asafoetida 
317,425,mustard oil 
376,426,asafoetida 
317,427,mustard oil 
376,429,asafoetida 
385,429,curry leaf 
376,431,asafoetida 
317,431,mustard oil 
376,436,asafoetida 
385,436,curry leaf 
376,442,asafoetida 
401,442,bean cluster 
317,442,mustard oil 
376,444,asafoetida 
385,444,curry leaf 
317,445,mustard oil 
385,449,curry leaf 
317,449,mustard oil 
376,450,asafoetida 
385,450,curry leaf 
317,450,mustard oil 
376,452,asafoetida 
381,452,carom seed 
376,454,asafoetida 
385,454,curry leaf 
317,454,mustard oil 
376,460,asafoetida 
385,460,curry leaf 
317,460,mustard oil 
376,461,asafoetida 
385,461,curry leaf 
317,461,mustard oil 
385,463,curry leaf 
317,463,mustard oil 
385,464,curry leaf 
376,474,asafoetida 
385,474,curry leaf 
317,474,mustard oil 
385,477,curry leaf 
317,477,mustard oil 
376,484,asafoetida 
385,484,curry leaf 
317,484,mustard oil 
381,491,carom seed 
381,492,carom seed 
376,494,asafoetida 
385,494,curry leaf 
317,494,mustard oil 
376,499,asafoetida 
385,499,curry leaf 
317,499,mustard oil 
376,506,asafoetida 
385,506,curry leaf 
317,506,mustard oil 
376,514,asafoetida 
317,514,mustard oil 
376,527,asafoetida 
376,532,asafoetida 
317,532,mustard oil 
381,538,carom seed 
376,545,asafoetida 
381,548,carom seed 
381,550,carom seed 
376,553,asafoetida 
317,553,mustard oil 
317,557,mustard oil 
376,562,asafoetida 
385,562,curry leaf 
317,562,mustard oil 
376,565,asafoetida 
385,565,curry leaf 
385,566,curry leaf 
376,567,asafoetida 
385,567,curry leaf 
376,569,asafoetida 
376,570,asafoetida 
385,571,curry leaf 
317,571,mustard oil 
385,572,curry leaf 
317,572,mustard oil 
385,573,curry leaf 
317,573,mustard oil 
376,574,asafoetida 
317,574,mustard oil 
376,575,asafoetida 
317,575,mustard oil 
385,576,curry leaf 
317,576,mustard oil 
376,578,asafoetida 
376,581,asafoetida 
376,582,asafoetida 
385,582,curry leaf 
317,582,mustard oil 
376,585,asafoetida 
385,585,curry leaf 
317,585,mustard oil 
381,586,carom seed 
376,587,asafoetida 
317,587,mustard oil 
376,592,asafoetida 
376,594,asafoetida 
385,594,curry leaf 
317,594,mustard oil 
376,596,asafoetida 
381,596,carom seed 
376,600,asafoetida 
385,603,curry leaf 
376,604,asafoetida 
385,604,curry leaf 
376,605,asafoetida 
376,609,asafoetida 
376,612,asafoetida 
376,617,asafoetida 
376,622,asafoetida 
376,627,asafoetida 
385,627,curry leaf 
317,627,mustard oil 
376,629,asafoetida 
317,629,mustard oil 
376,632,asafoetida 
376,634,asafoetida 
376,635,asafoetida 
385,635,curry leaf 
317,635,mustard oil 
376,637,asafoetida 
385,637,curry leaf 
376,639,asafoetida 
317,639,mustard oil 
385,640,curry leaf 
317,640,mustard oil 
376,649,asafoetida 
376,650,asafoetida 
317,650,mustard oil 
376,651,asafoetida 
376,654,asafoetida 
376,657,asafoetida 
317,657,mustard oil 
376,661,asafoetida 
386,661,drumstick leaf 
317,661,mustard oil 
376,668,asafoetida 
376,669,asafoetida 
317,672,mustard oil 
385,673,curry leaf 
376,674,asafoetida 
317,675,mustard oil 
376,676,asafoetida 
385,676,curry leaf 
317,676,mustard oil 
317,677,mustard oil 
381,678,carom seed 
376,680,asafoetida 
385,682,curry leaf 
317,682,mustard oil 
376,684,asafoetida 
385,684,curry leaf 
317,684,mustard oil 
381,685,carom seed 
376,687,asafoetida 
317,687,mustard oil 
376,690,asafoetida 
385,693,curry leaf 
317,693,mustard oil 
385,695,curry leaf 
376,697,asafoetida 
376,699,asafoetida 
385,701,curry leaf 
317,701,mustard oil 
376,702,asafoetida 
385,702,curry leaf 
317,702,mustard oil 
376,705,asafoetida 
376,708,asafoetida 
381,708,carom seed 
385,710,curry leaf 
376,721,asafoetida 
385,721,curry leaf 
317,721,mustard oil 
376,727,asafoetida 
381,727,carom seed 
317,730,mustard oil 
376,736,asafoetida 
317,736,mustard oil 
317,737,mustard oil 
381,740,carom seed 
376,741,asafoetida 
317,741,mustard oil 
376,746,asafoetida 
381,746,carom seed 
317,746,mustard oil 
376,750,asafoetida 
381,750,carom seed 
385,752,curry leaf 
317,752,mustard oil 
376,755,asafoetida 
381,755,carom seed 
317,755,mustard oil 
376,756,asafoetida 
381,756,carom seed 
385,756,curry leaf 
317,756,mustard oil 
381,757,carom seed 
376,758,asafoetida 
381,758,carom seed 
385,758,curry leaf 
317,758,mustard oil 
376,759,asafoetida 
381,759,carom seed 
385,759,curry leaf 
317,759,mustard oil 
376,762,asafoetida 
401,762,bean cluster 
385,762,curry leaf 
317,762,mustard oil 
376,763,asafoetida 
401,763,bean cluster 
385,763,curry leaf 
317,763,mustard oil 
401,764,bean cluster 
317,764,mustard oil 
376,765,asafoetida 
376,768,asafoetida 
376,781,asafoetida 
317,781,mustard oil 
376,782,asafoetida 
390,782,kenaf 
317,782,mustard oil 
376,785,asafoetida 
317,785,mustard oil 
376,788,asafoetida 
385,788,curry leaf 
376,789,asafoetida 
385,789,curry leaf 
317,789,mustard oil 
381,792,carom seed 
376,795,asafoetida 
376,799,asafoetida 
317,799,mustard oil 
385,803,curry leaf 
317,803,mustard oil 
376,805,asafoetida 
385,805,curry leaf 
317,805,mustard oil 
376,810,asafoetida 
385,810,curry leaf 
317,810,mustard oil 
376,811,asafoetida 
385,811,curry leaf 
317,811,mustard oil 
376,813,asafoetida 
317,813,mustard oil 
317,817,mustard oil 
376,818,asafoetida 
385,818,curry leaf 
317,818,mustard oil 
376,819,asafoetida 
376,820,asafoetida 
385,820,curry leaf 
317,820,mustard oil 
376,821,asafoetida 
317,821,mustard oil 
376,826,asafoetida 
381,826,carom seed 
317,826,mustard oil 
317,827,mustard oil 
385,833,curry leaf 
376,836,asafoetida 
317,836,mustard oil 
376,837,asafoetida 
376,839,asafoetida 
376,845,asafoetida 
381,846,carom seed 
385,847,curry leaf 
381,854,carom seed 
376,861,asafoetida 
317,861,mustard oil 
317,862,mustard oil 
376,863,asafoetida 
317,863,mustard oil 
376,870,asafoetida 
376,876,asafoetida 
385,877,curry leaf 
317,877,mustard oil 
317,883,mustard oil 
385,885,curry leaf 
317,885,mustard oil 
317,887,mustard oil 
385,889,curry leaf 
317,889,mustard oil 
376,890,asafoetida 
385,890,curry leaf 
317,890,mustard oil 
385,891,curry leaf 
385,894,curry leaf 
317,894,mustard oil 
376,895,asafoetida 
317,898,mustard oil 
317,899,mustard oil 
993,900,yeast 
376,902,asafoetida 
317,902,mustard oil 
376,903,asafoetida 
317,903,mustard oil 
317,904,mustard oil 
385,907,curry leaf 
317,907,mustard oil 
385,911,curry leaf 
317,911,mustard oil 
376,912,asafoetida 
376,914,asafoetida 
385,914,curry leaf 
376,915,asafoetida 
381,915,carom seed 
376,917,asafoetida 
385,917,curry leaf 
317,917,mustard oil 
317,918,mustard oil 
376,924,asafoetida 
376,925,asafoetida 
385,925,curry leaf 
317,925,mustard oil 
317,927,mustard oil 
376,929,asafoetida 
385,929,curry leaf 
381,930,carom seed 
376,933,asafoetida 
237,934,citru 
381,937,carom seed 
381,942,carom seed 
993,944,yeast 
385,950,curry leaf 
385,951,curry leaf 
317,951,mustard oil 
376,954,asafoetida 
385,954,curry leaf 
317,954,mustard oil 
381,955,carom seed 
376,956,asafoetida 
385,956,curry leaf 
317,956,mustard oil 
376,957,asafoetida 
317,959,mustard oil 
376,966,asafoetida 
317,966,mustard oil 
376,969,asafoetida 
385,969,curry leaf 
317,969,mustard oil 
376,973,asafoetida 
385,973,curry leaf 
376,977,asafoetida 
385,979,curry leaf 
376,980,asafoetida 
376,983,asafoetida 
385,983,curry leaf 
317,983,mustard oil 
385,984,curry leaf 
317,984,mustard oil 
381,985,carom seed 
376,986,asafoetida 
376,988,asafoetida 
376,989,asafoetida 
385,989,curry leaf 
317,989,mustard oil 
385,990,curry leaf 
376,1003,asafoetida 
376,1005,asafoetida 
385,1007,curry leaf 
317,1007,mustard oil 
376,1008,asafoetida 
376,1009,asafoetida 
376,1010,asafoetida 
376,1011,asafoetida 
376,1014,asafoetida 
385,1014,curry leaf 
376,1015,asafoetida 
385,1015,curry leaf 
385,1016,curry leaf 
376,1017,asafoetida 
317,1017,mustard oil 
376,1021,asafoetida 
376,1022,asafoetida 
376,1023,asafoetida 
385,1023,curry leaf 
376,1026,asafoetida 
385,1028,curry leaf 
385,1029,curry leaf 
317,1029,mustard oil 
376,1030,asafoetida 
381,1030,carom seed 
376,1031,asafoetida 
381,1031,carom seed 
385,1034,curry leaf 
376,1035,asafoetida 
317,1035,mustard oil 
385,1036,curry leaf 
317,1036,mustard oil 
376,1039,asafoetida 
317,1039,mustard oil 
376,1042,asafoetida 
127,1043,sandalwood 
376,1055,asafoetida 
376,1056,asafoetida 
376,1061,asafoetida 
385,1061,curry leaf 
317,1061,mustard oil 
376,1063,asafoetida 
317,1063,mustard oil 
993,1064,yeast 
381,1065,carom seed 
993,1065,yeast 
376,1067,asafoetida 
376,1070,asafoetida 
317,1070,mustard oil 
376,1071,asafoetida 
317,1072,mustard oil 
376,1073,asafoetida 
385,1073,curry leaf 
317,1073,mustard oil 
376,1074,asafoetida 
376,1075,asafoetida 
385,1075,curry leaf 
317,1075,mustard oil 
381,1076,carom seed 
376,1078,asafoetida 
317,1078,mustard oil 
376,1080,asafoetida 
376,1090,asafoetida 
376,1091,asafoetida 
376,1092,asafoetida 
385,1092,curry leaf 
317,1092,mustard oil 
376,1096,asafoetida 
385,1096,curry leaf 
376,1098,asafoetida 
385,1098,curry leaf 
376,1099,asafoetida 
385,1099,curry leaf 
317,1099,mustard oil 
376,1100,asafoetida 
385,1100,curry leaf 
317,1100,mustard oil 
376,1105,asafoetida 
317,1105,mustard oil 
385,1111,curry leaf 
317,1111,mustard oil 
376,1117,asafoetida 
317,1117,mustard oil 
385,1118,curry leaf 
376,1121,asafoetida 
317,1121,mustard oil 
317,1124,mustard oil 
376,1133,asafoetida 
317,1134,mustard oil 
993,1136,yeast 
376,1137,asafoetida 
381,1139,carom seed 
993,1139,yeast 
376,1142,asafoetida 
385,1142,curry leaf 
317,1142,mustard oil 
376,1143,asafoetida 
381,1144,carom seed 
376,1145,asafoetida 
317,1145,mustard oil 
376,1146,asafoetida 
385,1146,curry leaf 
317,1146,mustard oil 
376,1147,asafoetida 
385,1147,curry leaf 
317,1147,mustard oil 
376,1148,asafoetida 
385,1148,curry leaf 
317,1148,mustard oil 
317,1156,mustard oil 
376,1157,asafoetida 
385,1157,curry leaf 
317,1157,mustard oil 
376,1159,asafoetida 
317,1159,mustard oil 
385,1160,curry leaf 
317,1160,mustard oil 
317,1167,mustard oil 
376,1168,asafoetida 
385,1168,curry leaf 
317,1168,mustard oil 
376,1169,asafoetida 
381,1169,carom seed 
376,1171,asafoetida 
317,1171,mustard oil 
376,1172,asafoetida 
385,1177,curry leaf 
317,1177,mustard oil 
385,1178,curry leaf 
317,1178,mustard oil 
376,1180,asafoetida 
385,1180,curry leaf 
317,1180,mustard oil 
376,1184,asafoetida 
317,1184,mustard oil 
376,1188,asafoetida 
317,1188,mustard oil 
376,1191,asafoetida 
317,1191,mustard oil 
376,1192,asafoetida 
317,1192,mustard oil 
376,1194,asafoetida 
385,1203,curry leaf 
376,1204,asafoetida 
376,1205,asafoetida 
376,1211,asafoetida 
385,1214,curry leaf 
317,1214,mustard oil 
385,1215,curry leaf 
317,1215,mustard oil 
376,1221,asafoetida 
385,1221,curry leaf 
317,1221,mustard oil 
376,1223,asafoetida 
385,1223,curry leaf 
317,1223,mustard oil 
376,1225,asafoetida 
385,1225,curry leaf 
317,1225,mustard oil 
376,1227,asafoetida 
317,1227,mustard oil 
376,1228,asafoetida 
385,1228,curry leaf 
317,1228,mustard oil 
376,1231,asafoetida 
385,1233,curry leaf 
376,1235,asafoetida 
376,1236,asafoetida 
317,1239,mustard oil 
376,1242,asafoetida 
385,1242,curry leaf 
385,1246,curry leaf 
317,1246,mustard oil 
376,1247,asafoetida 
385,1247,curry leaf 
317,1247,mustard oil 
376,1250,asafoetida 
385,1251,curry leaf 
381,1252,carom seed 
376,1253,asafoetida 
317,1253,mustard oil 
381,1257,carom seed 
376,1258,asafoetida 
317,1258,mustard oil 
993,1259,yeast 
376,1260,asafoetida 
376,1262,asafoetida 
376,1266,asafoetida 
385,1266,curry leaf 
385,1268,curry leaf 
317,1268,mustard oil 
381,1270,carom seed 
317,1272,mustard oil 
376,1274,asafoetida 
376,1275,asafoetida 
385,1275,curry leaf 
317,1275,mustard oil 
376,1277,asafoetida 
381,1281,carom seed 
381,1283,carom seed 
376,1287,asafoetida 
385,1287,curry leaf 
317,1287,mustard oil 
385,1289,curry leaf 
385,1290,curry leaf 
376,1295,asafoetida 
317,1295,mustard oil 
317,1302,mustard oil 
317,1303,mustard oil 
381,1304,carom seed 
376,1306,asafoetida 
381,1306,carom seed 
385,1306,curry leaf 
317,1306,mustard oil 
376,1310,asafoetida 
381,1310,carom seed 
385,1310,curry leaf 
317,1310,mustard oil 
381,1311,carom seed 
376,1314,asafoetida 
376,1315,asafoetida 
381,1317,carom seed 
376,1318,asafoetida 
376,1320,asafoetida 
381,1320,carom seed 
376,1325,asafoetida 
376,1326,asafoetida 
376,1333,asafoetida 
317,1333,mustard oil 
385,1335,curry leaf 
317,1335,mustard oil 
376,1336,asafoetida 
317,1338,mustard oil 
376,1339,asafoetida 
385,1339,curry leaf 
317,1339,mustard oil 
376,1344,asafoetida 
317,1344,mustard oil 
317,1348,mustard oil 
317,1349,mustard oil 
317,1352,mustard oil 
376,1371,asafoetida 
381,1371,carom seed 
376,1374,asafoetida 
317,1374,mustard oil 
376,1375,asafoetida 
317,1375,mustard oil 
376,1376,asafoetida 
376,1377,asafoetida 
381,1377,carom seed 
317,1377,mustard oil 
317,1380,mustard oil 
381,1382,carom seed 
376,1388,asafoetida 
317,1388,mustard oil 
993,1395,yeast 
381,1399,carom seed 
376,1403,asafoetida 
381,1403,carom seed 
376,1405,asafoetida 
376,1406,asafoetida 
376,1407,asafoetida 
385,1407,curry leaf 
376,1411,asafoetida 
376,1414,asafoetida 
385,1414,curry leaf 
317,1414,mustard oil 
376,1415,asafoetida 
376,1416,asafoetida 
376,1417,asafoetida 
376,1418,asafoetida 
317,1418,mustard oil 
376,1419,asafoetida 
376,1423,asafoetida 
385,1423,curry leaf 
317,1423,mustard oil 
376,1424,asafoetida 
376,1425,asafoetida 
376,1426,asafoetida 
317,1426,mustard oil 
376,1429,asafoetida 
376,1433,asafoetida 
376,1434,asafoetida 
376,1438,asafoetida 
376,1439,asafoetida 
317,1439,mustard oil 
376,1443,asafoetida 
317,1443,mustard oil 
385,1444,curry leaf 
317,1444,mustard oil 
385,1445,curry leaf 
317,1445,mustard oil 
376,1452,asafoetida 
317,1452,mustard oil 
376,1453,asafoetida 
376,1455,asafoetida 
385,1455,curry leaf 
317,1455,mustard oil 
376,1458,asafoetida 
381,1461,carom seed 
317,1466,mustard oil 
385,1467,curry leaf 
317,1467,mustard oil 
376,1468,asafoetida 
376,1473,asafoetida 
385,1478,curry leaf 
376,1483,asafoetida 
385,1483,curry leaf 
317,1483,mustard oil 
993,1483,yeast 
376,1485,asafoetida 
385,1485,curry leaf 
317,1485,mustard oil 
993,1487,yeast 
381,1489,carom seed 
385,1493,curry leaf 
376,1495,asafoetida 
385,1495,curry leaf 
317,1495,mustard oil 
385,1498,curry leaf 
993,1499,yeast 
381,1502,carom seed 
385,1504,curry leaf 
317,1504,mustard oil 
385,1509,curry leaf 
317,1509,mustard oil 
993,1510,yeast 
376,1511,asafoetida 
317,1511,mustard oil 
376,1513,asafoetida 
385,1513,curry leaf 
317,1513,mustard oil 
376,1520,asafoetida 
317,1520,mustard oil 
376,1526,asafoetida 
385,1526,curry leaf 
376,1530,asafoetida 
381,1530,carom seed 
376,1531,asafoetida 
381,1531,carom seed 
376,1532,asafoetida 
381,1532,carom seed 
376,1539,asafoetida 
317,1539,mustard oil 
376,1541,asafoetida 
317,1541,mustard oil 
385,1542,curry leaf 
317,1542,mustard oil 
381,1543,carom seed 
317,1543,mustard oil 
376,1551,asafoetida 
376,1558,asafoetida 
376,1562,asafoetida 
317,1562,mustard oil 
376,1563,asafoetida 
317,1563,mustard oil 
376,1568,asafoetida 
376,1572,asafoetida 
317,1572,mustard oil 
381,1578,carom seed 
376,1581,asafoetida 
376,1586,asafoetida 
317,1586,mustard oil 
376,1587,asafoetida 
317,1587,mustard oil 
376,1588,asafoetida 
385,1592,curry leaf 
317,1592,mustard oil 
381,1594,carom seed 
381,1595,carom seed 
376,1609,asafoetida 
381,1612,carom seed 
317,1615,mustard oil 
317,1618,mustard oil 
317,1620,mustard oil 
376,1629,asafoetida 
993,1633,yeast 
993,1641,yeast 
376,1644,asafoetida 
385,1646,curry leaf 
376,1649,asafoetida 
317,1652,mustard oil 
376,1654,asafoetida 
376,1658,asafoetida 
317,1658,mustard oil 
376,1659,asafoetida 
381,1661,carom seed 
376,1663,asafoetida 
381,1663,carom seed 
376,1667,asafoetida 
376,1668,asafoetida 
385,1680,curry leaf 
385,1695,curry leaf 
317,1696,mustard oil 
381,1697,carom seed 
317,1703,mustard oil 
376,1716,asafoetida 
385,1717,curry leaf 
385,1720,curry leaf 
317,1720,mustard oil 
317,1721,mustard oil 
376,1723,asafoetida 
317,1723,mustard oil 
376,1727,asafoetida 
385,1727,curry leaf 
317,1727,mustard oil 
385,1735,curry leaf 
381,1738,carom seed 
385,1741,curry leaf 
376,1742,asafoetida 
385,1742,curry leaf 
317,1742,mustard oil 
376,1743,asafoetida 
385,1743,curry leaf 
317,1743,mustard oil 
376,1744,asafoetida 
385,1744,curry leaf 
317,1744,mustard oil 
381,1745,carom seed 
385,1765,curry leaf 
376,1766,asafoetida 
385,1766,curry leaf 
317,1766,mustard oil 
376,1768,asafoetida 
317,1768,mustard oil 
376,1776,asafoetida 
385,1776,curry leaf 
376,1796,asafoetida 
385,1796,curry leaf 
317,1796,mustard oil 
385,1799,curry leaf 
317,1799,mustard oil 
381,1803,carom seed 
385,1804,curry leaf 
317,1804,mustard oil 
385,1807,curry leaf 
317,1807,mustard oil 
376,1808,asafoetida 
317,1808,mustard oil 
376,1809,asafoetida 
376,1811,asafoetida 
385,1811,curry leaf 
317,1811,mustard oil 
385,1812,curry leaf 
317,1812,mustard oil 
376,1815,asafoetida 
317,1815,mustard oil 
385,1818,curry leaf 
317,1818,mustard oil 
385,1819,curry leaf 
376,1821,asafoetida 
376,1825,asafoetida 
317,1825,mustard oil 
376,1826,asafoetida 
385,1826,curry leaf 
317,1826,mustard oil 
385,1837,curry leaf 
317,1837,mustard oil 
385,1846,curry leaf 
376,1847,asafoetida 
376,1850,asafoetida 
993,1852,yeast 
376,1853,asafoetida 
381,1853,carom seed 
376,1854,asafoetida 
376,1855,asafoetida 
317,1855,mustard oil 
381,1857,carom seed 
381,1858,carom seed 
385,1859,curry leaf 
317,1859,mustard oil 
376,1862,asafoetida 
376,1864,asafoetida 
385,1864,curry leaf 
317,1864,mustard oil 
376,1865,asafoetida 
385,1865,curry leaf 
317,1865,mustard oil 
376,1867,asafoetida 
385,1867,curry leaf 
381,1869,carom seed 
385,1870,curry leaf 
317,1870,mustard oil 
376,1872,asafoetida 
317,1872,mustard oil 
385,1880,curry leaf 
317,1880,mustard oil 
376,1894,asafoetida 
317,1895,mustard oil 
385,1896,curry leaf 
317,1896,mustard oil 
385,1898,curry leaf 
317,1898,mustard oil 
376,1902,asafoetida 
385,1903,curry leaf 
317,1903,mustard oil 
317,1909,mustard oil 
317,1911,mustard oil 
376,1914,asafoetida 
376,1924,asafoetida 
317,1924,mustard oil 
385,1926,curry leaf 
317,1926,mustard oil 
376,1927,asafoetida 
385,1927,curry leaf 
317,1927,mustard oil 
376,1937,asafoetida 
317,1939,mustard oil 
376,1941,asafoetida 
385,1941,curry leaf 
317,1941,mustard oil 
376,1944,asafoetida 
385,1944,curry leaf 
317,1944,mustard oil 
376,1945,asafoetida 
317,1945,mustard oil 
385,1947,curry leaf 
376,1956,asafoetida 
385,1956,curry leaf 
376,1962,asafoetida 
381,1962,carom seed 
376,1965,asafoetida 
376,1966,asafoetida 
385,1966,curry leaf 
376,1967,asafoetida 
376,1968,asafoetida 
317,1968,mustard oil 
376,1982,asafoetida 
385,1982,curry leaf 
317,1982,mustard oil 
376,1983,asafoetida 
385,1983,curry leaf 
385,1984,curry leaf 
317,1984,mustard oil 
385,1985,curry leaf 
317,1985,mustard oil 
376,1988,asafoetida 
376,1990,asafoetida 
385,1990,curry leaf 
317,1990,mustard oil 
385,1992,curry leaf 
317,1992,mustard oil 
385,1993,curry leaf 
317,1993,mustard oil 
385,1994,curry leaf 
317,1994,mustard oil 
376,1996,asafoetida 
385,1996,curry leaf 
317,1996,mustard oil 
385,1997,curry leaf 
317,1997,mustard oil 
376,1998,asafoetida 
317,1998,mustard oil 
376,1999,asafoetida 
376,2000,asafoetida 
317,2000,mustard oil 
317,2002,mustard oil 
376,2003,asafoetida 
385,2003,curry leaf 
317,2003,mustard oil 
385,2004,curry leaf 
317,2005,mustard oil 
385,2006,curry leaf 
376,2011,asafoetida 
385,2011,curry leaf 
317,2011,mustard oil 
317,2013,mustard oil 
376,2016,asafoetida 
385,2016,curry leaf 
317,2016,mustard oil 
385,2018,curry leaf 
317,2018,mustard oil 
376,2019,asafoetida 
385,2019,curry leaf 
317,2019,mustard oil 
376,2021,asafoetida 
385,2021,curry leaf 
376,2024,asafoetida 
385,2024,curry leaf 
317,2024,mustard oil 
376,2026,asafoetida 
376,2027,asafoetida 
381,2028,carom seed 
385,2031,curry leaf 
317,2031,mustard oil 
376,2032,asafoetida 
385,2032,curry leaf 
385,2035,curry leaf 
317,2035,mustard oil 
376,2037,asafoetida 
385,2037,curry leaf 
317,2037,mustard oil 
376,2040,asafoetida 
317,2040,mustard oil 
376,2041,asafoetida 
317,2041,mustard oil 
385,2042,curry leaf 
317,2042,mustard oil 
376,2043,asafoetida 
385,2043,curry leaf 
317,2043,mustard oil 
376,2044,asafoetida 
317,2044,mustard oil 
317,2057,mustard oil 
317,2058,mustard oil 
376,2059,asafoetida 
127,2065,sandalwood 
376,2071,asafoetida 
385,2071,curry leaf 
317,2071,mustard oil 
376,2072,asafoetida 
376,2074,asafoetida 
385,2074,curry leaf 
317,2074,mustard oil 
376,2076,asafoetida 
385,2076,curry leaf 
