id,nome
27600,"CL(20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z)/18:1(9Z)/18:1(9Z))"
27601,"CL(20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/16:0)"
27602,"CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(11Z))"
27603,"CL(22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(9Z))"
27604,"CL(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(11Z))"
27605,"CL(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(9Z))"
27606,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:1(11Z)/16:1(9Z))"
27607,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:1(11Z)/18:1(11Z))"
27608,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:1(11Z)/18:1(9Z))"
27609,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:1(9Z)/16:1(9Z))"
27610,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:1(9Z)/18:1(11Z))"
27611,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:1(9Z)/18:1(9Z))"
27612,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/16:1(9Z))"
27613,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(11Z))"
27614,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(9Z))"
27615,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z))"
27616,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:2(11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z))"
27617,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/18:1(11Z))"
27618,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/18:1(9Z))"
27619,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/18:2(9Z,12Z))"
27620,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/18:1(11Z))"
27621,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/18:1(9Z))"
27622,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z))"
27623,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/18:2(9Z,12Z))"
27624,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z)/18:2(9Z,12Z))"
27625,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z)/18:2(9Z,12Z))"
27626,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/18:2(9Z,12Z))"
27627,"CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z))"
27628,1-Salicylate glucuronide
27629,beta-D-Glucopyranuronic acid
27630,4-Hydroxyandrostenedione glucuronide
27631,Acetaminophen glucuronide
27632,17-beta-Estradiol glucuronide
27633,Pregnanediol-3-glucuronide
27634,Inodxyl glucuronide
27635,Cortolone 3-glucuronide
27636,"3,17-Androstanediol glucuronide"
27637,17-alpha-Estradiol-3-glucuronide
27638,Phenethylamine glucuronide
27639,Benzoyl glucuronide
27640,Ethyl glucuronide
27641,Thyroxine glucuronide
27642,Dehydroisoandrosterone 3-glucuronide
27643,Tyramine glucuronide
27644,Dopamine glucuronide
27645,Cholesterol glucuronide
27646,Palmitoyl glucuronide
27647,Bilirubin glucuronide
27648,Estriol-17-glucuronide
27649,Ketoprofen glucuronide
27650,Estriol-3-glucuronide
27651,Epinephrine glucuronide
27652,6-Dehydrotestosterone glucuronide
27653,11-Oxo-androsterone glucuronide
27654,3-alpha-Androstanediol glucuronide
27655,Retinyl beta-glucuronide
27656,Dextrorphan O-glucuronide
27657,25-Hydroxyvitamin D2-25-glucuronide
27658,1-(alpha-Methyl-4-(2-methylpropyl)benzeneacetate)-beta-D-Glucopyranuronic acid
27659,Vitamin D2 3-glucuronide
27660,Aldosterone 18-glucuronide
27661,Triiodothyronine glucuronide
27662,Octanoylglucuronide
27663,Dehydroepiandrosterone 3-glucuronide
27664,Estradiol-17alpha 3-D-glucuronoside
27665,2-Phenylethanol glucuronide
27666,11-beta-Hydroxyandrosterone-3-glucuronide
27667,"3alpha,20alpha-Dihydroxy-5beta-pregnane 3-glucuronide"
27668,"15-Hydroxynorandrostene-3,17-dione glucuronide"
27669,"16-alpha,17-beta-Estriol 17-beta-D-glucuronide"
27670,"Cholestane-3,7,12,25-tetrol-3-glucuronide"
27671,Estriol 3-sulfate 16-glucuronide
27672,Tetrahydroaldosterone-3-glucuronide
27673,17-beta-Estradiol 3-sulfate-17-(beta-D-glucuronide)
27674,17-Hydroxyandrostane-3-glucuronide
27675,25-Hydroxyvitamin D2 25-(beta-glucuronide)
27676,"(23S)-23,25-Dihydroxy-24-oxovitamine D3 23-(beta-glucuronide)"
27677,6-Hydroxy-5-methoxyindole glucuronide
27678,5-Hydroxy-6-methoxyindole glucuronide
27679,11-Hydroxyprogesterone 11-glucuronide
27680,3alpha-Hydroxy-5alpha-androstane-17-one 3-D-glucuronide
27681,Hyaluronan
27682,CE(14:1(9Z))
27683,CE(18:0)
27684,"CE(18:3(6Z,9Z,12Z))"
27685,"CE(18:3(9Z,12Z,15Z))"
27686,"CE(20:4(8Z,11Z,14Z,17Z))"
27687,CE(22:1(13Z))
27688,"CE(20:3(5Z,8Z,11Z))"
27689,"CE(22:5(4Z,7Z,10Z,13Z,16Z))"
27690,"CE(22:5(7Z,10Z,13Z,16Z,19Z))"
27691,CE(24:0)
27692,"5,8,11-Eicosatrienoic acid"
27693,LysoPC(14:0)
27694,LysoPC(14:1(9Z))
27695,LysoPC(15:0)
27696,LysoPC(16:0)
27697,LysoPC(16:1(9Z))
27698,LysoPC(18:0)
27699,LysoPC(18:1(11Z))
27700,"LysoPC(18:2(9Z,12Z))"
27701,"LysoPC(18:3(6Z,9Z,12Z))"
27702,"LysoPC(18:3(9Z,12Z,15Z))"
27703,"LysoPC(18:4(6Z,9Z,12Z,15Z))"
27704,LysoPC(20:0)
27705,LysoPC(20:1(11Z))
27706,"LysoPC(20:2(11Z,14Z))"
27707,"LysoPC(20:3(5Z,8Z,11Z))"
27708,"LysoPC(20:3(8Z,11Z,14Z))"
27709,"LysoPC(20:4(5Z,8Z,11Z,14Z))"
27710,"LysoPC(20:4(8Z,11Z,14Z,17Z))"
27711,"LysoPC(20:5(5Z,8Z,11Z,14Z,17Z))"
27712,LysoPC(22:0)
27713,LysoPC(22:1(13Z))
27714,"LysoPC(22:2(13Z,16Z))"
27715,"LysoPC(22:4(7Z,10Z,13Z,16Z))"
27716,"LysoPC(22:5(4Z,7Z,10Z,13Z,16Z))"
27717,"LysoPC(22:5(7Z,10Z,13Z,16Z,19Z))"
27718,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
27719,LysoPC(24:0)
27720,LysoPC(24:1(15Z))
27721,LysoPC(P-16:0)
27722,LysoPC(P-18:1(9Z))
27723,"11,12-EpETrE"
27724,Resolvin E1
27725,TG(16:0/14:0/16:0)[iso3]
27726,TG(16:0/14:0/16:1(9Z))[iso6]
27727,TG(16:0/14:0/18:0)[iso6]
27728,TG(16:0/14:0/18:1(9Z))[iso6]
27729,"TG(16:0/14:0/18:2(9Z,12Z))[iso6]"
27730,TG(16:0/16:0/18:1(11Z))[iso3]
27731,"TG(16:0/16:0/18:3(9Z,12Z,15Z))[iso3]"
27732,"TG(16:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27733,TG(16:1(9Z)/14:0/16:1(9Z))[iso3]
27734,TG(16:1(9Z)/14:0/18:1(11Z))[iso6]
27735,TG(16:1(9Z)/14:0/18:1(9Z))[iso6]
27736,"TG(16:1(9Z)/14:0/18:2(9Z,12Z))[iso6]"
27737,TG(16:1(9Z)/16:0/18:1(11Z))[iso6]
27738,"TG(16:1(9Z)/16:0/18:3(9Z,12Z,15Z))[iso6]"
27739,TG(16:1(9Z)/18:0/18:1(11Z))[iso6]
27740,TG(18:0/14:0/16:1(9Z))[iso6]
27741,TG(18:0/14:0/18:0)[iso3]
27742,TG(18:0/14:0/18:1(11Z))[iso6]
27743,TG(18:0/14:0/18:1(9Z))[iso6]
27744,"TG(18:0/14:0/18:2(9Z,12Z))[iso6]"
27745,TG(18:0/16:0/18:1(11Z))[iso6]
27746,"TG(18:0/16:0/18:3(9Z,12Z,15Z))[iso6]"
27747,TG(18:0/18:0/18:1(11Z))[iso3]
27748,TG(18:1(11Z)/14:0/18:1(11Z))[iso3]
27749,TG(18:1(11Z)/14:0/18:1(9Z))[iso6]
27750,"TG(18:1(11Z)/14:0/18:2(9Z,12Z))[iso3]"
27751,TG(18:1(11Z)/16:0/18:1(11Z))[iso3]
27752,TG(18:1(11Z)/16:0/18:1(9Z))[iso6]
27753,"TG(18:1(11Z)/16:0/18:2(9Z,12Z))[iso3]"
27754,"TG(18:1(11Z)/16:0/18:3(9Z,12Z,15Z))[iso6]"
27755,"TG(18:1(11Z)/16:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
27756,TG(18:1(11Z)/16:1(9Z)/18:1(11Z))[iso3]
27757,TG(18:1(11Z)/16:1(9Z)/18:1(9Z))[iso6]
27758,"TG(18:1(11Z)/16:1(9Z)/18:2(9Z,12Z))[iso6]"
27759,TG(18:1(11Z)/18:0/18:1(11Z))[iso3]
27760,TG(18:1(11Z)/18:0/18:1(9Z))[iso6]
27761,"TG(18:1(11Z)/18:0/18:2(9Z,12Z))[iso6]"
27762,TG(18:1(9Z)/14:0/18:1(9Z))[iso3]
27763,"TG(18:1(9Z)/14:0/18:2(9Z,12Z))[iso6]"
27764,"TG(18:1(9Z)/14:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
27765,"TG(18:1(9Z)/16:0/18:3(9Z,12Z,15Z))[iso6]"
27766,"TG(18:1(9Z)/16:0/20:2(11Z,14Z))[iso6]"
27767,"TG(18:1(9Z)/16:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
27768,"TG(18:1(9Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27769,"TG(18:1(9Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27770,"TG(18:1(9Z)/18:0/18:3(9Z,12Z,15Z))[iso6]"
27771,TG(18:1(9Z)/18:1(11Z)/18:1(9Z))[iso3]
27772,"TG(18:1(9Z)/18:1(11Z)/18:2(9Z,12Z))[iso6]"
27773,"TG(18:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6]"
27774,"TG(18:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso3]"
27775,"TG(18:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso3]"
27776,"TG(18:1(9Z)/18:1(9Z)/20:3(5Z,8Z,11Z))[iso3]"
27777,"TG(18:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso3]"
27778,"TG(18:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]"
27779,"TG(18:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27780,TG(18:1(9Z)/18:1(9Z)/22:1(13Z))[iso3]
27781,"TG(18:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso3]"
27782,"TG(18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
27783,"TG(18:2(9Z,12Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27784,"TG(18:2(9Z,12Z)/14:0/18:2(9Z,12Z))[iso3]"
27785,"TG(18:2(9Z,12Z)/14:0/18:3(9Z,12Z,15Z))[iso6]"
27786,"TG(18:2(9Z,12Z)/14:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
27787,"TG(18:2(9Z,12Z)/16:0/18:3(9Z,12Z,15Z))[iso6]"
27788,"TG(18:2(9Z,12Z)/16:0/20:2(11Z,14Z))[iso6]"
27789,"TG(18:2(9Z,12Z)/16:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
27790,"TG(18:2(9Z,12Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27791,"TG(18:2(9Z,12Z)/18:0/18:3(9Z,12Z,15Z))[iso6]"
27792,"TG(18:2(9Z,12Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27793,"TG(18:2(9Z,12Z)/18:1(11Z)/18:2(9Z,12Z))[iso3]"
27794,"TG(18:2(9Z,12Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
27795,"TG(18:2(9Z,12Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6]"
27796,"TG(18:2(9Z,12Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6]"
27797,"TG(18:2(9Z,12Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
27798,"TG(18:2(9Z,12Z)/18:1(9Z)/20:2(11Z,14Z))[iso6]"
27799,"TG(18:2(9Z,12Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6]"
27800,"TG(18:2(9Z,12Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
27801,"TG(18:2(9Z,12Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27802,"TG(18:2(9Z,12Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27803,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso3]"
27804,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso3]"
27805,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso3]"
27806,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso3]"
27807,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]"
27808,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso3]"
27809,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
27810,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27811,"TG(18:3(9Z,12Z,15Z)/14:0/18:3(9Z,12Z,15Z))[iso3]"
27812,"TG(18:3(9Z,12Z,15Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27813,"TG(18:3(9Z,12Z,15Z)/16:0/18:3(9Z,12Z,15Z))[iso3]"
27814,"TG(18:3(9Z,12Z,15Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27815,"TG(18:3(9Z,12Z,15Z)/18:0/18:3(9Z,12Z,15Z))[iso3]"
27816,"TG(18:3(9Z,12Z,15Z)/18:1(11Z)/18:3(9Z,12Z,15Z))[iso3]"
27817,"TG(18:3(9Z,12Z,15Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso3]"
27818,"TG(18:3(9Z,12Z,15Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
27819,"TG(18:3(9Z,12Z,15Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27820,"TG(18:3(9Z,12Z,15Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27821,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso3]"
27822,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
27823,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27824,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27825,"TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
27826,"TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27827,"TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))[iso3]"
27828,"TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
27829,"TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27830,"TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27831,"TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))[iso6]"
27832,"TG(20:4(5Z,8Z,11Z,14Z)/14:0/20:4(5Z,8Z,11Z,14Z))[iso3]"
27833,"TG(20:4(5Z,8Z,11Z,14Z)/16:0/18:3(9Z,12Z,15Z))[iso6]"
27834,"TG(20:4(5Z,8Z,11Z,14Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27835,"TG(20:4(5Z,8Z,11Z,14Z)/18:0/18:3(9Z,12Z,15Z))[iso6]"
27836,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso3]"
27837,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6]"
27838,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]"
27839,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27840,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27841,"TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6]"
27842,"TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
27843,"TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27844,"TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27845,"TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))[iso3]"
27846,"TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27847,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]"
27848,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27849,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27850,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]"
27851,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27852,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27853,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]"
27854,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
27855,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27856,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
27857,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27858,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
27859,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27860,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
27861,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27862,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
27863,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27864,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
27865,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27866,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
27867,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
27868,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27869,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27870,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27871,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27872,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27873,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27874,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27875,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
27876,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
27877,PE-NMe2(18:1(9Z)/18:1(9Z))
27878,PE-NMe(18:1(9Z)/18:1(9Z))
27879,PE-NMe2(16:0/16:0)
27880,PE-NMe(16:0/16:0)
27881,PE-NMe2(16:0/18:1(9Z))
27882,PE-NMe(16:0/18:1(9Z))
27883,PG(16:0/16:0)
27884,PG(16:0/16:1(9Z))
27885,PG(16:0/18:0)
27886,PG(16:0/18:1(11Z))
27887,PG(16:0/18:1(9Z))
27888,"PG(16:0/18:2(9Z,12Z))"
27889,"PG(16:0/18:3(6Z,9Z,12Z))"
27890,"PG(16:0/18:3(9Z,12Z,15Z))"
27891,"PG(16:0/20:3(5Z,8Z,11Z))"
27892,"PG(16:0/20:3(8Z,11Z,14Z))"
27893,"PG(16:0/20:4(5Z,8Z,11Z,14Z))"
27894,"PG(16:0/22:4(7Z,10Z,13Z,16Z))"
27895,"PG(16:0/22:5(4Z,7Z,10Z,13Z,16Z))"
27896,"PG(16:0/22:5(7Z,10Z,13Z,16Z,19Z))"
27897,"PG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
27898,PG(16:1(9Z)/16:0)
27899,PG(16:1(9Z)/16:1(9Z))
27900,PG(16:1(9Z)/18:0)
27901,PG(16:1(9Z)/18:1(11Z))
27902,PG(16:1(9Z)/18:1(9Z))
27903,"PG(16:1(9Z)/18:2(9Z,12Z))"
27904,"PG(16:1(9Z)/18:3(6Z,9Z,12Z))"
27905,"PG(16:1(9Z)/18:3(9Z,12Z,15Z))"
27906,"PG(16:1(9Z)/20:3(5Z,8Z,11Z))"
27907,"PG(16:1(9Z)/20:3(8Z,11Z,14Z))"
27908,"PG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
27909,"PG(16:1(9Z)/22:4(7Z,10Z,13Z,16Z))"
27910,"PG(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
27911,"PG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
27912,"PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
27913,PG(18:0/16:0)
27914,PG(18:0/16:1(9Z))
27915,PG(18:0/18:0)
27916,PG(18:0/18:1(11Z))
27917,PG(18:0/18:1(9Z))
